ID_Ticket,Fecha,ID_Cliente,ID_Vendedor,ID_Producto,Cantidad,Total_Venta,Metodo_Pago,Hora
TKT-6281,2025-12-05,C021,V003,P004,2,37000,Efectivo,5
TKT-7618,2025-12-05,C010,V006,P007,2,27000,Tarjeta Crédito,12
TKT-6996,2025-12-05,C005,V002,P001,2,130000,Tarjeta Débito,13
TKT-7653,2025-12-06,C011,V001,P012,1,8000,Tarjeta Crédito,9
TKT-7507,2025-12-06,C022,V004,P010,3,84000,Transferencia,20
TKT-6028,2025-12-06,C019,V004,P003,1,98000,Tarjeta Crédito,19
TKT-6226,2025-12-06,C004,V002,P001,2,130000,Transferencia,16
TKT-7594,2025-12-06,C022,V001,P005,2,30000,Transferencia,13
TKT-6077,2025-12-07,C013,V003,P003,2,196000,Transferencia,18
TKT-5371,2025-12-07,C014,V001,P009,4,60000,Tarjeta Débito,8
TKT-6921,2025-12-07,C022,V006,P004,2,37000,Tarjeta Crédito,17
TKT-5268,2025-12-07,C005,V002,P002,1,58000,Transferencia,8
TKT-5703,2025-12-07,C012,V001,P001,1,65000,Tarjeta Crédito,17
TKT-5808,2025-12-07,C026,V002,P008,2,12000,Tarjeta Débito,9
TKT-5238,2025-12-08,C004,V004,P002,2,116000,Tarjeta Débito,18
TKT-5814,2025-12-08,C030,V005,P009,2,30000,Transferencia,19
TKT-7157,2025-12-08,C020,V004,P002,2,116000,Efectivo,8
TKT-5764,2025-12-08,C027,V006,P001,2,130000,Efectivo,12
TKT-6675,2025-12-08,C027,V004,P009,5,75000,Transferencia,21
TKT-7628,2025-12-08,C024,V002,P011,5,60000,Transferencia,12
TKT-6350,2025-12-08,C012,V003,P001,2,130000,Transferencia,18
TKT-6938,2025-12-08,C005,V003,P001,2,130000,Efectivo,14
TKT-7459,2025-12-09,C016,V005,P006,2,33000,Transferencia,11
TKT-7638,2025-12-09,C018,V002,P011,1,12000,Tarjeta Débito,10
TKT-5639,2025-12-09,C013,V005,P005,1,15000,Efectivo,9
TKT-7668,2025-12-09,C026,V006,P005,1,15000,Tarjeta Débito,17
TKT-5358,2025-12-09,C028,V003,P004,1,18500,Efectivo,11
TKT-6082,2025-12-10,C010,V004,P011,3,36000,Tarjeta Crédito,13
TKT-6345,2025-12-10,C004,V003,P011,4,48000,Efectivo,12
TKT-5922,2025-12-10,C030,V005,P005,2,30000,Tarjeta Débito,14
TKT-6873,2025-12-10,C009,V005,P008,2,12000,Tarjeta Débito,18
TKT-5072,2025-12-10,C001,V006,P006,1,16500,Transferencia,21
TKT-6278,2025-12-10,C029,V001,P006,2,33000,Efectivo,11
TKT-6257,2025-12-10,C018,V005,P008,2,12000,Efectivo,18
TKT-7970,2025-12-11,C029,V006,P001,2,130000,Tarjeta Débito,17
TKT-6171,2025-12-11,C012,V003,P009,3,45000,Efectivo,14
TKT-6584,2025-12-11,C017,V001,P002,2,116000,Tarjeta Crédito,20
TKT-5276,2025-12-11,C005,V004,P010,1,28000,Transferencia,9
TKT-6010,2025-12-11,C013,V001,P001,1,65000,Tarjeta Crédito,7
TKT-6863,2025-12-11,C008,V001,P005,1,15000,Transferencia,18
TKT-5825,2025-12-11,C030,V004,P010,3,84000,Tarjeta Crédito,11
TKT-5125,2025-12-11,C029,V006,P012,5,40000,Transferencia,18
TKT-5409,2025-12-12,C001,V002,P003,2,196000,Efectivo,18
TKT-5472,2025-12-12,C017,V005,P001,1,65000,Efectivo,6
TKT-5894,2025-12-12,C002,V001,P011,4,48000,Transferencia,18
TKT-5415,2025-12-12,C018,V005,P011,3,36000,Tarjeta Crédito,12
TKT-6259,2025-12-12,C023,V001,P002,1,58000,Tarjeta Débito,13
TKT-7041,2025-12-12,C019,V001,P009,3,45000,Efectivo,15
TKT-7180,2025-12-12,C027,V002,P011,2,24000,Efectivo,19
TKT-7616,2025-12-12,C029,V006,P005,1,15000,Tarjeta Débito,2
TKT-7978,2025-12-12,C007,V005,P002,1,58000,Tarjeta Crédito,12
TKT-5310,2025-12-12,C020,V006,P002,1,58000,Tarjeta Débito,16
TKT-6635,2025-12-13,C029,V001,P008,2,12000,Transferencia,16
TKT-7503,2025-12-13,C029,V003,P006,2,33000,Transferencia,16
TKT-7613,2025-12-13,C007,V003,P012,4,32000,Transferencia,8
TKT-6456,2025-12-13,C009,V005,P003,1,98000,Transferencia,10
TKT-7373,2025-12-13,C006,V006,P002,2,116000,Tarjeta Débito,10
TKT-7209,2025-12-13,C024,V002,P008,1,6000,Efectivo,17
TKT-5181,2025-12-14,C004,V003,P008,1,6000,Tarjeta Débito,9
TKT-7607,2025-12-14,C030,V002,P011,5,60000,Tarjeta Crédito,9
TKT-6679,2025-12-14,C002,V003,P012,4,32000,Efectivo,20
TKT-5570,2025-12-14,C026,V001,P009,1,15000,Efectivo,0
TKT-7548,2025-12-14,C030,V006,P008,1,6000,Tarjeta Débito,22
TKT-5569,2025-12-14,C020,V003,P008,2,12000,Transferencia,16
TKT-6932,2025-12-14,C009,V006,P006,2,33000,Tarjeta Crédito,18
TKT-6347,2025-12-14,C005,V001,P008,2,12000,Tarjeta Crédito,10
TKT-7686,2025-12-15,C012,V002,P002,1,58000,Efectivo,1
TKT-6853,2025-12-15,C025,V002,P002,2,116000,Tarjeta Crédito,17
TKT-6710,2025-12-15,C008,V006,P005,1,15000,Transferencia,18
TKT-6225,2025-12-15,C019,V001,P001,2,130000,Efectivo,17
TKT-5559,2025-12-15,C030,V005,P008,1,6000,Transferencia,8
TKT-7663,2025-12-16,C023,V002,P001,1,65000,Tarjeta Débito,17
TKT-5176,2025-12-16,C027,V004,P012,3,24000,Tarjeta Crédito,17
TKT-6108,2025-12-16,C019,V006,P007,1,13500,Tarjeta Débito,15
TKT-6368,2025-12-16,C028,V003,P012,5,40000,Tarjeta Crédito,17
TKT-5669,2025-12-16,C002,V001,P004,1,18500,Efectivo,18
TKT-6405,2025-12-16,C017,V005,P006,2,33000,Tarjeta Débito,15
TKT-7567,2025-12-17,C025,V006,P003,2,196000,Transferencia,7
TKT-7767,2025-12-17,C001,V003,P005,1,15000,Efectivo,12
TKT-7725,2025-12-17,C027,V004,P005,2,30000,Transferencia,7
TKT-5113,2025-12-17,C013,V005,P006,1,16500,Tarjeta Débito,11
TKT-5408,2025-12-17,C008,V005,P010,4,112000,Tarjeta Crédito,11
TKT-5799,2025-12-17,C001,V005,P011,2,24000,Tarjeta Crédito,6
TKT-7783,2025-12-17,C006,V003,P007,1,13500,Transferencia,10
TKT-7190,2025-12-18,C022,V005,P006,2,33000,Transferencia,7
TKT-6749,2025-12-18,C014,V003,P004,1,18500,Tarjeta Crédito,17
TKT-6530,2025-12-18,C001,V001,P010,2,56000,Tarjeta Crédito,19
TKT-5489,2025-12-18,C009,V004,P007,1,13500,Tarjeta Débito,7
TKT-5089,2025-12-18,C005,V006,P009,4,60000,Tarjeta Débito,20
TKT-7501,2025-12-18,C022,V006,P012,1,8000,Tarjeta Débito,13
TKT-5578,2025-12-19,C023,V002,P004,2,37000,Tarjeta Crédito,10
TKT-5086,2025-12-19,C007,V006,P003,1,98000,Transferencia,7
TKT-6748,2025-12-19,C016,V004,P001,2,130000,Tarjeta Crédito,13
TKT-6937,2025-12-19,C011,V002,P004,1,18500,Tarjeta Crédito,17
TKT-6556,2025-12-19,C030,V004,P003,1,98000,Efectivo,16
TKT-6373,2025-12-19,C025,V002,P001,1,65000,Tarjeta Crédito,6
TKT-7250,2025-12-19,C001,V004,P002,2,116000,Tarjeta Débito,7
TKT-5993,2025-12-19,C019,V006,P008,1,6000,Tarjeta Débito,11
TKT-6847,2025-12-19,C016,V004,P004,2,37000,Tarjeta Débito,10
TKT-7203,2025-12-20,C024,V005,P012,1,8000,Tarjeta Débito,9
TKT-6113,2025-12-20,C008,V001,P008,1,6000,Efectivo,10
TKT-7812,2025-12-20,C003,V005,P008,2,12000,Tarjeta Crédito,17
TKT-7421,2025-12-20,C011,V004,P001,2,130000,Transferencia,19
TKT-7023,2025-12-21,C019,V005,P010,1,28000,Tarjeta Crédito,11
TKT-5394,2025-12-21,C001,V004,P011,3,36000,Efectivo,19
TKT-5665,2025-12-21,C009,V006,P012,2,16000,Efectivo,10
TKT-6464,2025-12-21,C014,V003,P008,1,6000,Tarjeta Débito,12
TKT-5536,2025-12-21,C010,V005,P001,2,130000,Transferencia,9
TKT-6450,2025-12-21,C001,V001,P010,5,140000,Transferencia,15
TKT-7892,2025-12-22,C004,V002,P012,5,40000,Tarjeta Débito,20
TKT-6819,2025-12-22,C022,V003,P012,4,32000,Tarjeta Débito,15
TKT-7588,2025-12-22,C024,V002,P003,1,98000,Efectivo,10
TKT-7340,2025-12-22,C008,V003,P008,1,6000,Tarjeta Crédito,15
TKT-7339,2025-12-22,C020,V003,P009,1,15000,Efectivo,8
TKT-6310,2025-12-22,C007,V002,P009,4,60000,Tarjeta Débito,18
TKT-7239,2025-12-22,C013,V006,P008,1,6000,Efectivo,13
TKT-5765,2025-12-22,C028,V001,P005,1,15000,Tarjeta Crédito,12
TKT-7665,2025-12-23,C009,V005,P001,2,130000,Tarjeta Crédito,14
TKT-7782,2025-12-23,C014,V006,P002,2,116000,Transferencia,15
TKT-6188,2025-12-23,C029,V004,P001,2,130000,Transferencia,7
TKT-5069,2025-12-23,C022,V006,P012,1,8000,Tarjeta Crédito,16
TKT-6985,2025-12-24,C001,V005,P008,2,12000,Efectivo,9
TKT-5360,2025-12-24,C016,V006,P012,2,16000,Tarjeta Débito,16
TKT-6586,2025-12-24,C003,V005,P002,2,116000,Tarjeta Débito,18
TKT-7817,2025-12-24,C003,V004,P012,5,40000,Efectivo,17
TKT-6862,2025-12-24,C023,V002,P004,1,18500,Transferencia,14
TKT-7833,2025-12-24,C027,V005,P002,1,58000,Tarjeta Débito,13
TKT-6065,2025-12-24,C022,V004,P003,2,196000,Tarjeta Débito,8
TKT-5744,2025-12-25,C002,V002,P005,1,15000,Efectivo,17
TKT-5782,2025-12-25,C024,V006,P011,1,12000,Tarjeta Débito,9
TKT-5893,2025-12-25,C020,V006,P010,1,28000,Transferencia,12
TKT-6727,2025-12-25,C023,V005,P001,1,65000,Efectivo,10
TKT-5638,2025-12-25,C014,V006,P006,1,16500,Tarjeta Crédito,8
TKT-5108,2025-12-25,C002,V001,P003,2,196000,Tarjeta Crédito,15
TKT-6672,2025-12-25,C012,V002,P012,1,8000,Transferencia,6
TKT-5329,2025-12-25,C008,V002,P009,5,75000,Tarjeta Crédito,17
TKT-6920,2025-12-25,C005,V006,P001,2,130000,Efectivo,10
TKT-7444,2025-12-25,C019,V004,P010,4,112000,Tarjeta Débito,0
TKT-7959,2025-12-26,C003,V002,P006,2,33000,Efectivo,13
TKT-5452,2025-12-26,C002,V004,P002,1,58000,Transferencia,6
TKT-5486,2025-12-26,C026,V006,P001,2,130000,Tarjeta Débito,9
TKT-7112,2025-12-26,C001,V002,P005,2,30000,Tarjeta Débito,16
TKT-7973,2025-12-26,C003,V003,P011,1,12000,Efectivo,6
TKT-5203,2025-12-26,C030,V001,P003,1,98000,Efectivo,18
TKT-5900,2025-12-26,C024,V006,P012,3,24000,Tarjeta Débito,0
TKT-7405,2025-12-26,C001,V002,P004,1,18500,Tarjeta Débito,9
TKT-6717,2025-12-27,C021,V002,P001,2,130000,Efectivo,17
TKT-7608,2025-12-27,C015,V004,P001,1,65000,Transferencia,10
TKT-7085,2025-12-27,C028,V006,P002,2,116000,Tarjeta Crédito,7
TKT-7884,2025-12-27,C007,V001,P012,2,16000,Transferencia,10
TKT-7406,2025-12-27,C014,V002,P002,1,58000,Efectivo,9
TKT-7796,2025-12-27,C014,V003,P006,2,33000,Tarjeta Crédito,18
TKT-7057,2025-12-27,C027,V001,P010,4,112000,Tarjeta Débito,10
TKT-5099,2025-12-27,C005,V002,P003,1,98000,Tarjeta Débito,17
TKT-6126,2025-12-28,C024,V004,P011,4,48000,Tarjeta Débito,18
TKT-6035,2025-12-28,C015,V006,P005,2,30000,Tarjeta Crédito,11
TKT-7514,2025-12-28,C029,V006,P010,4,112000,Efectivo,19
TKT-7553,2025-12-28,C028,V001,P008,1,6000,Efectivo,11
TKT-5742,2025-12-28,C005,V006,P012,5,40000,Transferencia,20
TKT-7431,2025-12-28,C013,V004,P008,1,6000,Transferencia,7
TKT-6489,2025-12-28,C005,V001,P011,4,48000,Tarjeta Débito,16
TKT-5547,2025-12-29,C013,V004,P005,2,30000,Tarjeta Débito,12
TKT-5849,2025-12-29,C020,V003,P008,2,12000,Efectivo,11
TKT-5367,2025-12-29,C003,V006,P005,1,15000,Efectivo,15
TKT-7537,2025-12-29,C027,V005,P002,1,58000,Tarjeta Débito,16
TKT-6606,2025-12-29,C014,V006,P005,2,30000,Efectivo,0
TKT-6475,2025-12-30,C009,V005,P012,5,40000,Transferencia,8
TKT-7011,2025-12-30,C009,V005,P009,3,45000,Tarjeta Débito,16
TKT-6069,2025-12-30,C011,V001,P001,1,65000,Transferencia,16
TKT-6817,2025-12-30,C026,V002,P009,1,15000,Efectivo,20
TKT-5172,2025-12-31,C007,V001,P002,2,116000,Tarjeta Débito,17
TKT-7402,2025-12-31,C030,V003,P011,1,12000,Tarjeta Crédito,20
TKT-6148,2025-12-31,C014,V006,P009,5,75000,Tarjeta Débito,16
TKT-5362,2025-12-31,C027,V004,P011,5,60000,Tarjeta Crédito,10
TKT-7554,2025-12-31,C015,V002,P006,1,16500,Transferencia,7
TKT-7231,2025-12-31,C029,V006,P006,2,33000,Efectivo,17
TKT-7544,2025-12-31,C025,V002,P003,1,98000,Transferencia,15
TKT-5916,2025-12-31,C021,V005,P009,2,30000,Efectivo,6
TKT-7922,2025-12-31,C003,V006,P004,1,18500,Transferencia,10
TKT-5067,2025-12-31,C009,V003,P007,2,27000,Tarjeta Débito,20
TKT-5334,2025-12-31,C011,V002,P010,4,112000,Efectivo,13
TKT-7708,2026-01-01,C004,V003,P006,2,33000,Tarjeta Crédito,11
TKT-6922,2026-01-01,C019,V005,P005,2,30000,Efectivo,12
TKT-5777,2026-01-01,C011,V006,P006,1,16500,Transferencia,9
TKT-5979,2026-01-01,C026,V004,P008,1,6000,Efectivo,10
TKT-6283,2026-01-01,C005,V004,P012,1,8000,Transferencia,10
TKT-5074,2026-01-01,C001,V003,P012,4,32000,Tarjeta Crédito,6
TKT-6568,2026-01-01,C015,V002,P007,2,27000,Tarjeta Débito,17
TKT-7025,2026-01-01,C006,V002,P005,1,15000,Tarjeta Crédito,11
TKT-5400,2026-01-01,C019,V006,P010,3,84000,Tarjeta Crédito,18
TKT-5745,2026-01-01,C022,V004,P011,5,60000,Tarjeta Crédito,18
TKT-6121,2026-01-01,C020,V001,P012,2,16000,Transferencia,9
TKT-6209,2026-01-02,C019,V005,P011,4,48000,Transferencia,15
TKT-6389,2026-01-02,C002,V003,P002,1,58000,Transferencia,12
TKT-7924,2026-01-02,C026,V006,P002,2,116000,Transferencia,18
TKT-5330,2026-01-02,C007,V005,P005,2,30000,Efectivo,9
TKT-6097,2026-01-02,C013,V005,P002,2,116000,Tarjeta Crédito,16
TKT-7321,2026-01-02,C015,V004,P008,1,6000,Transferencia,15
TKT-6068,2026-01-02,C028,V004,P009,1,15000,Tarjeta Débito,10
TKT-6627,2026-01-03,C030,V004,P009,1,15000,Tarjeta Débito,8
TKT-7964,2026-01-03,C023,V006,P012,2,16000,Efectivo,15
TKT-6791,2026-01-03,C019,V006,P008,2,12000,Tarjeta Crédito,17
TKT-5475,2026-01-03,C022,V001,P009,4,60000,Transferencia,10
TKT-7838,2026-01-03,C020,V001,P002,1,58000,Tarjeta Débito,15
TKT-7655,2026-01-04,C030,V006,P003,2,196000,Tarjeta Débito,11
TKT-6383,2026-01-04,C019,V002,P002,1,58000,Efectivo,16
TKT-7356,2026-01-04,C003,V006,P001,1,65000,Transferencia,8
TKT-6017,2026-01-04,C005,V003,P009,3,45000,Tarjeta Débito,18
TKT-5106,2026-01-04,C006,V004,P006,1,16500,Transferencia,10
TKT-7700,2026-01-05,C020,V006,P007,1,13500,Efectivo,10
TKT-5736,2026-01-05,C008,V002,P009,2,30000,Transferencia,6
TKT-7497,2026-01-05,C029,V006,P010,5,140000,Tarjeta Débito,7
TKT-5338,2026-01-05,C024,V005,P011,2,24000,Tarjeta Débito,13
TKT-5470,2026-01-05,C019,V003,P006,1,16500,Tarjeta Crédito,9
TKT-7595,2026-01-05,C001,V004,P010,1,28000,Efectivo,18
TKT-7864,2026-01-06,C011,V003,P012,4,32000,Tarjeta Crédito,1
TKT-7350,2026-01-06,C001,V003,P011,3,36000,Efectivo,11
TKT-7518,2026-01-06,C012,V005,P010,1,28000,Efectivo,10
TKT-6050,2026-01-06,C009,V006,P001,2,130000,Tarjeta Crédito,2
TKT-6872,2026-01-06,C012,V006,P012,5,40000,Tarjeta Crédito,8
TKT-6801,2026-01-06,C002,V001,P006,1,16500,Tarjeta Débito,11
TKT-5577,2026-01-07,C012,V004,P007,2,27000,Tarjeta Crédito,12
TKT-7439,2026-01-07,C030,V003,P005,2,30000,Transferencia,11
TKT-5822,2026-01-08,C027,V001,P011,4,48000,Tarjeta Débito,13
TKT-6843,2026-01-08,C006,V002,P002,1,58000,Efectivo,14
TKT-7794,2026-01-08,C002,V002,P005,2,30000,Efectivo,0
TKT-7949,2026-01-08,C016,V001,P009,5,75000,Tarjeta Débito,12
TKT-5185,2026-01-08,C007,V005,P012,1,8000,Tarjeta Débito,20
TKT-7524,2026-01-08,C008,V002,P008,1,6000,Tarjeta Crédito,13
TKT-6210,2026-01-08,C022,V003,P002,1,58000,Tarjeta Crédito,16
TKT-6770,2026-01-08,C022,V002,P012,4,32000,Transferencia,10
TKT-6875,2026-01-08,C009,V003,P011,4,48000,Tarjeta Débito,17
TKT-7364,2026-01-09,C006,V006,P004,2,37000,Tarjeta Crédito,17
TKT-7718,2026-01-09,C007,V006,P009,5,75000,Tarjeta Débito,13
TKT-6513,2026-01-09,C029,V004,P007,1,13500,Efectivo,20
TKT-6929,2026-01-09,C017,V006,P002,2,116000,Transferencia,8
TKT-7758,2026-01-09,C002,V004,P007,1,13500,Tarjeta Crédito,2
TKT-6053,2026-01-09,C029,V006,P006,1,16500,Tarjeta Crédito,17
TKT-6825,2026-01-09,C027,V005,P011,2,24000,Transferencia,17
TKT-6036,2026-01-09,C016,V005,P004,1,18500,Tarjeta Débito,8
TKT-7469,2026-01-09,C009,V005,P001,1,65000,Tarjeta Débito,9
TKT-6984,2026-01-09,C003,V006,P004,2,37000,Efectivo,2
TKT-6711,2026-01-09,C011,V002,P011,5,60000,Transferencia,10
TKT-5587,2026-01-10,C028,V006,P007,1,13500,Transferencia,17
TKT-7675,2026-01-10,C017,V006,P010,4,112000,Efectivo,13
TKT-5525,2026-01-10,C025,V001,P008,2,12000,Tarjeta Débito,10
TKT-7766,2026-01-10,C012,V004,P007,1,13500,Tarjeta Crédito,11
TKT-6399,2026-01-10,C005,V004,P011,1,12000,Efectivo,0
TKT-5562,2026-01-10,C022,V001,P009,3,45000,Transferencia,10
TKT-7124,2026-01-10,C020,V002,P005,1,15000,Transferencia,15
TKT-6130,2026-01-11,C028,V002,P003,2,196000,Tarjeta Crédito,20
TKT-6435,2026-01-11,C010,V002,P006,1,16500,Tarjeta Débito,18
TKT-6919,2026-01-11,C020,V005,P009,4,60000,Tarjeta Crédito,3
TKT-6491,2026-01-11,C024,V004,P005,2,30000,Tarjeta Débito,18
TKT-7158,2026-01-11,C019,V005,P004,2,37000,Tarjeta Crédito,17
TKT-5535,2026-01-11,C027,V006,P012,1,8000,Transferencia,17
TKT-6815,2026-01-11,C014,V003,P002,2,116000,Transferencia,12
TKT-7043,2026-01-11,C005,V001,P008,2,12000,Transferencia,11
TKT-5178,2026-01-11,C018,V001,P003,2,196000,Tarjeta Débito,10
TKT-6199,2026-01-12,C003,V003,P010,1,28000,Tarjeta Débito,6
TKT-7163,2026-01-12,C022,V004,P008,1,6000,Transferencia,9
TKT-6320,2026-01-12,C024,V004,P012,4,32000,Tarjeta Débito,9
TKT-7521,2026-01-12,C019,V005,P001,1,65000,Tarjeta Débito,12
TKT-7189,2026-01-12,C020,V003,P009,1,15000,Tarjeta Débito,17
TKT-5468,2026-01-12,C007,V004,P007,2,27000,Tarjeta Crédito,12
TKT-6317,2026-01-13,C001,V002,P008,2,12000,Tarjeta Débito,6
TKT-6566,2026-01-13,C005,V001,P006,2,33000,Tarjeta Débito,20
TKT-6484,2026-01-13,C011,V002,P010,1,28000,Transferencia,19
TKT-5420,2026-01-13,C002,V003,P003,2,196000,Tarjeta Débito,17
TKT-5183,2026-01-13,C005,V006,P012,1,8000,Tarjeta Débito,22
TKT-6768,2026-01-13,C008,V003,P008,2,12000,Tarjeta Crédito,13
TKT-7107,2026-01-14,C003,V002,P001,2,130000,Transferencia,20
TKT-5393,2026-01-14,C027,V005,P009,1,15000,Transferencia,7
TKT-6557,2026-01-14,C030,V006,P007,1,13500,Tarjeta Débito,10
TKT-5206,2026-01-14,C012,V004,P001,1,65000,Efectivo,9
TKT-5167,2026-01-14,C029,V003,P004,2,37000,Tarjeta Débito,8
TKT-5434,2026-01-14,C029,V002,P012,3,24000,Transferencia,8
TKT-5540,2026-01-14,C021,V005,P011,5,60000,Transferencia,15
TKT-5474,2026-01-14,C028,V004,P007,2,27000,Transferencia,17
TKT-5716,2026-01-14,C004,V005,P002,1,58000,Efectivo,14
TKT-6353,2026-01-14,C009,V002,P011,2,24000,Tarjeta Crédito,8
TKT-7381,2026-01-15,C016,V002,P002,1,58000,Tarjeta Crédito,17
TKT-5920,2026-01-15,C009,V005,P012,2,16000,Efectivo,15
TKT-5506,2026-01-15,C026,V002,P010,1,28000,Tarjeta Crédito,11
TKT-5751,2026-01-15,C007,V004,P006,1,16500,Transferencia,16
TKT-5667,2026-01-15,C010,V002,P003,1,98000,Efectivo,9
TKT-5328,2026-01-15,C013,V001,P009,2,30000,Efectivo,10
TKT-7445,2026-01-16,C017,V003,P001,1,65000,Efectivo,19
TKT-5101,2026-01-16,C025,V001,P001,1,65000,Tarjeta Débito,10
TKT-5980,2026-01-16,C011,V003,P012,1,8000,Transferencia,12
TKT-5115,2026-01-16,C020,V001,P006,1,16500,Tarjeta Crédito,18
TKT-5030,2026-01-16,C010,V004,P006,2,33000,Efectivo,16
TKT-6346,2026-01-16,C020,V001,P002,2,116000,Tarjeta Crédito,6
TKT-6251,2026-01-16,C014,V002,P006,1,16500,Efectivo,8
TKT-7952,2026-01-17,C004,V005,P001,2,130000,Tarjeta Débito,0
TKT-6502,2026-01-17,C006,V001,P012,4,32000,Transferencia,15
TKT-5653,2026-01-17,C029,V002,P009,1,15000,Efectivo,12
TKT-5174,2026-01-17,C029,V003,P005,1,15000,Transferencia,8
TKT-5972,2026-01-17,C019,V006,P010,4,112000,Efectivo,20
TKT-7809,2026-01-18,C019,V001,P008,2,12000,Tarjeta Crédito,13
TKT-7897,2026-01-18,C028,V004,P008,1,6000,Tarjeta Débito,9
TKT-6625,2026-01-18,C016,V002,P003,2,196000,Transferencia,13
TKT-5965,2026-01-18,C021,V002,P011,1,12000,Tarjeta Débito,16
TKT-7202,2026-01-18,C025,V006,P004,1,18500,Efectivo,7
TKT-7315,2026-01-19,C015,V003,P005,1,15000,Tarjeta Débito,9
TKT-6839,2026-01-19,C007,V005,P004,1,18500,Transferencia,17
TKT-5629,2026-01-19,C008,V005,P008,2,12000,Transferencia,12
TKT-7272,2026-01-19,C016,V005,P007,2,27000,Efectivo,13
TKT-5829,2026-01-19,C016,V004,P012,2,16000,Tarjeta Débito,11
TKT-6989,2026-01-19,C002,V002,P007,1,13500,Transferencia,6
TKT-7397,2026-01-19,C028,V003,P006,1,16500,Transferencia,8
TKT-6954,2026-01-19,C018,V004,P002,2,116000,Transferencia,12
TKT-6180,2026-01-20,C022,V001,P010,4,112000,Tarjeta Débito,9
TKT-6562,2026-01-20,C015,V003,P012,4,32000,Efectivo,6
TKT-6172,2026-01-20,C030,V004,P004,1,18500,Tarjeta Débito,18
TKT-6466,2026-01-20,C026,V003,P010,5,140000,Tarjeta Débito,21
TKT-5102,2026-01-20,C001,V005,P011,4,48000,Tarjeta Crédito,17
TKT-5240,2026-01-20,C030,V001,P009,5,75000,Transferencia,18
TKT-6897,2026-01-20,C027,V003,P006,2,33000,Transferencia,9
TKT-6668,2026-01-21,C029,V005,P005,1,15000,Efectivo,20
TKT-6039,2026-01-21,C003,V001,P003,2,196000,Transferencia,8
TKT-5828,2026-01-21,C014,V006,P002,2,116000,Tarjeta Débito,20
TKT-7673,2026-01-21,C006,V004,P011,1,12000,Tarjeta Crédito,22
TKT-5912,2026-01-21,C027,V006,P002,2,116000,Efectivo,16
TKT-7141,2026-01-21,C019,V006,P010,2,56000,Tarjeta Débito,21
TKT-5647,2026-01-22,C004,V001,P011,5,60000,Tarjeta Crédito,14
TKT-6549,2026-01-22,C019,V004,P008,2,12000,Transferencia,9
TKT-7464,2026-01-22,C025,V006,P006,2,33000,Transferencia,11
TKT-5532,2026-01-22,C022,V001,P010,3,84000,Transferencia,14
TKT-7338,2026-01-22,C009,V005,P009,3,45000,Tarjeta Crédito,7
TKT-5976,2026-01-22,C003,V003,P004,2,37000,Tarjeta Crédito,15
TKT-7810,2026-01-22,C018,V001,P002,1,58000,Transferencia,21
TKT-6485,2026-01-23,C022,V004,P012,4,32000,Tarjeta Débito,8
TKT-6420,2026-01-23,C016,V004,P002,1,58000,Transferencia,17
TKT-5612,2026-01-23,C028,V001,P002,2,116000,Tarjeta Débito,19
TKT-7075,2026-01-23,C025,V006,P001,1,65000,Tarjeta Crédito,19
TKT-6656,2026-01-23,C015,V006,P004,2,37000,Tarjeta Débito,20
TKT-6543,2026-01-23,C027,V003,P010,3,84000,Efectivo,13
TKT-6654,2026-01-23,C025,V003,P011,3,36000,Tarjeta Débito,20
TKT-7813,2026-01-24,C007,V006,P009,4,60000,Tarjeta Crédito,17
TKT-6997,2026-01-24,C001,V006,P008,2,12000,Tarjeta Débito,8
TKT-5824,2026-01-24,C021,V004,P012,2,16000,Transferencia,12
TKT-5729,2026-01-24,C003,V006,P002,2,116000,Tarjeta Débito,16
TKT-6835,2026-01-24,C006,V001,P006,2,33000,Transferencia,9
TKT-7910,2026-01-25,C024,V003,P005,2,30000,Efectivo,15
TKT-7879,2026-01-25,C024,V003,P005,1,15000,Tarjeta Crédito,16
TKT-7394,2026-01-25,C014,V003,P004,1,18500,Efectivo,8
TKT-6799,2026-01-25,C027,V005,P008,2,12000,Tarjeta Crédito,14
TKT-5989,2026-01-25,C011,V005,P007,2,27000,Tarjeta Crédito,17
TKT-7602,2026-01-25,C027,V004,P006,1,16500,Efectivo,12
TKT-6161,2026-01-25,C018,V006,P005,1,15000,Tarjeta Crédito,1
TKT-5441,2026-01-26,C007,V006,P008,1,6000,Tarjeta Crédito,0
TKT-7391,2026-01-26,C030,V004,P008,2,12000,Tarjeta Débito,10
TKT-6462,2026-01-26,C008,V002,P009,1,15000,Tarjeta Débito,19
TKT-5244,2026-01-26,C029,V001,P004,1,18500,Tarjeta Crédito,9
TKT-6652,2026-01-26,C003,V001,P009,5,75000,Efectivo,15
TKT-7661,2026-01-26,C019,V002,P012,3,24000,Transferencia,9
TKT-7283,2026-01-26,C021,V003,P010,5,140000,Efectivo,10
TKT-7805,2026-01-26,C010,V001,P007,1,13500,Transferencia,18
TKT-5446,2026-01-26,C011,V005,P010,5,140000,Efectivo,16
TKT-5123,2026-01-26,C030,V003,P012,5,40000,Transferencia,7
TKT-7453,2026-01-26,C007,V002,P007,1,13500,Efectivo,11
TKT-5787,2026-01-27,C014,V003,P011,1,12000,Tarjeta Crédito,4
TKT-6448,2026-01-27,C025,V004,P005,1,15000,Transferencia,12
